,Date,Silver_Actual,Silver_Predicted,Basket_Price,Price_Spread
987,2024-12-16,30.697,28.6321,31.616,-0.919
988,2024-12-17,30.573,28.386,31.6233,-1.0503
989,2024-12-18,30.41,28.3059,31.6666,-1.2566
990,2024-12-19,29.094,27.7561,31.3995,-2.3055
991,2024-12-20,29.66,28.0782,31.6124,-1.9524
992,2024-12-23,29.888,27.8721,31.4539,-1.5659
993,2024-12-24,29.974,27.9592,31.5328,-1.5588
994,2024-12-26,30.047,28.2815,31.5794,-1.5324
995,2024-12-27,29.655,28.1096,31.4077,-1.7527
996,2024-12-30,29.106,27.84,31.3187,-2.2127
997,2024-12-31,28.94,27.9283,31.4153,-2.4753
